,name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations,Unnamed: 0
1159,"10.801748, 106.663951",2023-03-05,33.0,22.0,27.2,32.3,22.0,27.1,17.4,58.4,0.0,0,0.0,,0,0,20.5,16.6,110.8,1014.7,26.7,9.5,276.7,23.9,10,,2023-03-05 06:06:21,2023-03-05 18:03:44,0.42,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48894099999,48900099999,VVTS",793.0
1160,"10.801748, 106.663951",2023-03-06,32.0,22.0,26.6,32.9,22.0,27.3,18.7,62.7,0.0,0,0.0,,0,0,29.2,24.1,190.8,1013.7,35.9,8.8,277.3,24.0,10,,2023-03-06 06:05:50,2023-03-06 18:03:49,0.46,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48894099999,48900099999,VVTS",794.0
1161,"10.801748, 106.663951",2023-03-07,34.0,21.0,27.2,34.1,21.0,27.7,18.8,62.9,0.0,0,0.0,,0,0,28.4,18.4,119.2,1013.7,28.5,9.3,279.4,24.2,10,,2023-03-07 06:05:18,2023-03-07 18:03:52,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48894099999,48900099999,VVTS",795.0
1162,"10.801748, 106.663951",2023-03-08,33.0,22.0,27.3,34.1,22.0,27.8,19.6,65.6,0.0,0,0.0,,0,0,29.9,20.5,143.7,1013.5,29.1,8.9,279.3,24.1,10,,2023-03-08 06:04:45,2023-03-08 18:03:56,0.52,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48894099999,48900099999,VVTS,remote",796.0
1163,"10.801748, 106.663951",2023-03-09,33.0,23.0,27.2,33.0,23.0,27.6,19.2,64.4,0.0,0,0.0,,0,0,29.5,18.4,134.2,1012.5,28.6,9.7,296.8,25.5,10,,2023-03-09 06:04:13,2023-03-09 18:03:59,0.56,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48894099999,48900099999,VVTS",797.0
1164,"10.801748, 106.663951",2023-03-10,33.0,22.0,26.8,34.9,22.0,27.4,20.3,70.4,0.0,0,0.0,,0,0,29.5,18.4,157.8,1011.9,26.7,9.2,275.8,23.8,10,,2023-03-10 06:03:40,2023-03-10 18:04:01,0.59,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48894099999,48900099999,VVTS",798.0
1165,"10.801748, 106.663951",2023-03-11,33.0,23.0,27.3,35.3,23.0,28.3,20.8,69.6,0.0,0,0.0,,0,0,31.3,18.4,135.4,1012.1,33.0,8.9,248.8,21.4,9,,2023-03-11 06:03:06,2023-03-11 18:04:04,0.63,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48894099999,48900099999,VVTS",799.0
1166,"10.801748, 106.663951",2023-03-12,33.0,24.0,27.5,34.0,24.0,28.3,20.8,68.9,0.0,0,0.0,,0,0,27.4,16.6,140.2,1012.3,49.0,9.4,235.2,20.3,9,,2023-03-12 06:02:32,2023-03-12 18:04:06,0.66,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48894099999,48900099999,VVTS",800.0
1167,"10.801748, 106.663951",2023-03-13,33.0,23.0,27.8,34.6,23.0,28.5,19.7,64.3,0.0,0,0.0,,0,0,27.7,18.4,107.6,1011.9,36.6,9.3,270.6,23.3,10,,2023-03-13 06:01:58,2023-03-13 18:04:08,0.7,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"48894099999,48900099999,VVTS",801.0
1168,"10.801748, 106.663951",2023-03-14,34.0,23.0,27.8,33.3,23.0,28.1,18.9,62.6,0.0,0,0.0,,0,0,27.4,18.4,127.3,1010.5,20.6,9.1,303.4,26.2,10,,2023-03-14 06:01:24,2023-03-14 18:04:10,0.74,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48894099999,48900099999,VVTS",802.0
1169,"10.801748, 106.663951",2023-03-15,33.0,23.0,27.6,33.6,23.0,28.1,20.2,66.8,0.0,0,0.0,,0,0,30.2,18.4,131.6,1011.1,28.9,10.3,267.7,23.3,10,,2023-03-15 06:00:49,2023-03-15 18:04:11,0.75,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"48894099999,48900099999,VVTS,remote",803.0
1170,"10.801748, 106.663951",2023-03-16,35.0,23.7,28.6,36.5,23.7,29.5,19.7,61.0,0.0,0,0.0,,0,0,27.0,24.0,121.1,1012.0,36.8,10.6,261.1,22.5,10,,2023-03-16 06:00:14,2023-03-16 18:04:12,0.81,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48894099999,48900099999,VVTS,remote",804.0
1171,"10.801748, 106.663951",2023-03-17,35.0,24.0,28.5,36.9,24.0,29.8,21.1,66.8,0.0,0,0.0,,0,0,26.3,20.5,134.0,1011.6,27.6,9.5,264.0,22.6,10,,2023-03-17 05:59:39,2023-03-17 18:04:13,0.84,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"48894099999,48900099999,VVTS",805.0
1172,"10.801748, 106.663951",2023-03-18,34.0,25.0,28.6,37.3,25.0,30.4,21.6,67.4,0.0,0,0.0,,0,0,31.7,20.5,143.5,1010.6,36.0,9.9,248.2,21.4,10,,2023-03-18 05:59:03,2023-03-18 18:04:14,0.88,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48894099999,48900099999,VVTS",806.0
1173,"10.801748, 106.663951",2023-03-19,36.0,26.0,29.5,38.9,26.0,31.5,21.7,64.8,0.0,0,0.0,,0,0,28.1,20.5,144.6,1009.8,27.2,10.0,292.8,25.4,10,,2023-03-19 05:58:28,2023-03-19 18:04:14,0.91,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48894099999,48900099999,VVTS",807.0
1174,"10.801748, 106.663951",2023-03-20,34.0,26.0,29.2,38.3,26.0,31.9,22.9,70.5,0.0,0,0.0,,0,0,27.0,20.5,156.9,1009.6,42.3,9.8,266.8,22.8,10,,2023-03-20 05:57:52,2023-03-20 18:04:15,0.95,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48894099999,48900099999,VVTS",808.0
1175,"10.801748, 106.663951",2023-03-21,35.0,26.0,29.0,40.6,26.0,32.4,23.8,75.2,0.0,0,0.0,,0,0,28.4,20.5,153.1,1009.3,37.1,10.0,282.0,24.5,10,,2023-03-21 05:57:16,2023-03-21 18:04:15,0.98,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48894099999,48900099999,VVTS",809.0
1176,"10.801748, 106.663951",2023-03-22,35.0,26.0,29.0,40.6,26.0,32.1,23.8,75.3,0.0,0,0.0,,0,0,32.0,18.4,159.0,1008.2,51.1,9.6,272.2,23.5,10,,2023-03-22 05:56:40,2023-03-22 18:04:15,0.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48894099999,48900099999,VVTS",810.0
1177,"10.801748, 106.663951",2023-03-23,33.0,26.0,29.4,38.1,26.0,33.5,24.0,74.5,0.0,0,0.0,,0,0,25.9,14.8,173.4,1008.6,52.8,10.0,251.7,21.7,10,,2023-03-23 05:56:04,2023-03-23 18:04:16,0.05,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48894099999,48900099999,VVTS",811.0
1178,"10.801748, 106.663951",2023-03-24,35.0,26.0,29.4,41.9,26.0,33.8,24.4,75.8,0.0,0,0.0,,0,0,23.8,22.3,177.3,1009.1,47.5,10.0,243.2,21.0,8,,2023-03-24 05:55:28,2023-03-24 18:04:16,0.08,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48894099999,48900099999,VVTS",812.0
1179,"10.801748, 106.663951",2023-03-25,33.0,26.0,28.8,38.0,26.0,32.7,24.0,76.2,0.0,0,0.0,,0,0,28.4,18.4,161.6,1010.0,48.9,10.0,286.5,24.7,10,,2023-03-25 05:54:52,2023-03-25 18:04:16,0.11,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48894099999,48900099999,VVTS",813.0
1180,"10.801748, 106.663951",2023-03-26,36.0,25.0,29.5,41.9,25.0,32.8,23.6,72.9,0.0,0,0.0,,0,0,27.4,20.4,159.7,1009.0,41.2,9.4,271.9,23.5,10,,2023-03-26 05:54:16,2023-03-26 18:04:16,0.14,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"48894099999,48900099999,VVTS",814.0
1181,"10.801748, 106.663951",2023-03-27,34.0,27.0,29.5,39.3,30.6,34.3,24.4,75.4,0.3,100,4.17,rain,0,0,33.5,18.4,155.3,1009.5,49.3,10.0,284.9,24.7,10,,2023-03-27 05:53:40,2023-03-27 18:04:16,0.18,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"48894099999,48900099999,VVTS",815.0
1182,"10.801748, 106.663951",2023-03-28,36.0,27.0,30.3,43.2,30.6,35.6,24.5,72.8,0.3,100,4.17,rain,0,0,38.2,24.1,143.3,1010.2,39.4,10.0,281.8,24.3,10,,2023-03-28 05:53:04,2023-03-28 18:04:16,0.21,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"48894099999,48900099999,VVTS",816.0
1183,"10.801748, 106.663951",2023-03-29,36.0,26.0,30.2,39.8,26.0,32.9,22.1,64.7,0.2,100,8.33,rain,0,0,24.1,18.2,136.8,1010.5,48.3,10.0,269.4,23.4,9,,2023-03-29 05:52:28,2023-03-29 18:04:15,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"48894099999,48900099999,VVTS",817.0
1184,"10.801748, 106.663951",2023-03-30,34.0,27.0,29.6,39.3,30.1,33.9,23.8,72.4,0.0,0,0.0,,0,0,24.8,24.1,159.4,1009.4,47.0,10.0,259.5,22.4,9,,2023-03-30 05:51:52,2023-03-30 18:04:15,0.27,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48894099999,48900099999,VVTS",818.0
1185,"10.801748, 106.663951",2023-03-31,33.0,27.0,29.2,39.2,30.1,33.8,24.3,75.5,0.1,100,4.17,rain,0,0,27.4,18.4,162.9,1009.8,57.2,10.0,248.2,21.4,8,,2023-03-31 05:51:16,2023-03-31 18:04:15,0.31,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"48894099999,48900099999,VVTS",819.0
1186,"10.801748, 106.663951",2023-04-01,34.0,27.0,29.2,42.0,30.1,34.1,24.6,77.3,0.0,0,0.0,,0,0,28.8,18.4,151.1,1009.5,48.3,9.9,266.5,23.0,9,,2023-04-01 05:50:40,2023-04-01 18:04:15,0.34,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48894099999,48900099999,VVTS",820.0
1187,"10.801748, 106.663951",2023-04-02,36.0,25.0,29.8,39.2,25.0,33.5,23.8,73.1,0.1,100,4.17,rain,0,0,25.9,18.3,156.9,1008.8,50.5,9.9,269.1,23.3,9,,2023-04-02 05:50:04,2023-04-02 18:04:16,0.37,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"48894099999,48900099999,VVTS",821.0
1188,"10.801748, 106.663951",2023-04-03,34.0,26.0,29.3,40.6,26.0,34.0,24.7,77.7,5.8,100,20.83,rain,0,0,38.9,18.4,168.2,1008.7,66.9,9.5,167.3,14.5,7,,2023-04-03 05:49:29,2023-04-03 18:04:16,0.4,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"48894099999,48900099999,VVTS",822.0
1189,"10.801748, 106.663951",2023-04-04,36.0,26.0,30.2,41.9,26.0,35.7,24.9,75.5,0.2,100,8.33,rain,0,0,25.9,22.3,171.6,1008.0,50.7,8.8,278.4,24.1,9,,2023-04-04 05:48:53,2023-04-04 18:04:16,0.44,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"48894099999,48900099999,VVTS",823.0
1190,"10.801748, 106.663951",2023-04-05,35.0,27.0,30.2,40.6,31.2,36.0,25.0,75.1,1.0,100,4.17,rain,0,0,26.3,18.4,180.8,1008.7,52.2,9.9,261.3,22.6,9,,2023-04-05 05:48:18,2023-04-05 18:04:17,0.47,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"48894099999,48900099999,VVTS",824.0
1191,"10.801748, 106.663951",2023-04-06,35.0,26.0,30.2,43.3,26.0,35.8,25.0,75.1,0.1,100,4.17,rain,0,0,28.1,20.5,164.0,1009.0,55.0,9.7,277.5,24.0,10,,2023-04-06 05:47:43,2023-04-06 18:04:17,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"48894099999,48900099999,VVTS",825.0
1192,"10.801748, 106.663951",2023-04-07,35.0,28.0,30.5,40.6,32.7,36.3,24.8,72.9,0.2,100,8.33,rain,0,0,28.4,20.5,166.8,1010.5,54.5,10.0,256.4,22.2,9,,2023-04-07 05:47:09,2023-04-07 18:04:18,0.54,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"48894099999,48900099999,VVTS",826.0
1193,"10.801748, 106.663951",2023-04-08,37.0,27.0,31.0,40.6,31.2,36.0,23.9,68.6,0.0,0,0.0,,0,0,30.2,16.6,147.7,1011.9,36.7,10.0,291.8,25.2,10,,2023-04-08 05:46:34,2023-04-08 18:04:19,0.57,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48894099999,48900099999,VVTS",827.0
1194,"10.801748, 106.663951",2023-04-09,36.0,28.0,30.7,40.6,32.7,36.7,24.8,72.3,0.2,100,4.17,rain,0,0,28.8,22.3,158.7,1011.6,38.8,9.7,283.7,24.4,10,,2023-04-09 05:46:00,2023-04-09 18:04:20,0.61,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"48894099999,48900099999,VVTS",828.0
1195,"10.801748, 106.663951",2023-04-10,34.0,26.0,30.0,42.1,26.0,36.0,25.3,77.0,1.2,100,25.0,rain,0,0,26.3,18.4,160.7,1010.4,51.2,9.1,269.5,23.3,10,,2023-04-10 05:45:27,2023-04-10 18:04:21,0.64,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48894099999,48900099999,VVTS",829.0
1196,"10.801748, 106.663951",2023-04-11,34.0,28.0,30.1,42.0,32.7,36.3,25.2,75.9,1.4,100,25.0,rain,0,0,24.5,16.5,156.2,1009.8,72.7,9.4,231.2,19.9,9,,2023-04-11 05:44:53,2023-04-11 18:04:23,0.68,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48894099999,48900099999,VVTS",830.0
1197,"10.801748, 106.663951",2023-04-12,35.0,28.0,30.1,42.3,33.4,37.2,25.9,79.1,5.1,100,16.67,rain,0,0,23.4,16.6,172.6,1008.8,58.5,9.1,265.2,22.9,9,,2023-04-12 05:44:20,2023-04-12 18:04:24,0.72,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48894099999,48900099999,VVTS",831.0
1198,"10.801748, 106.663951",2023-04-13,35.0,28.0,30.8,43.3,34.5,38.4,26.1,77.7,0.4,100,16.67,rain,0,0,20.2,14.8,177.3,1008.8,50.5,9.2,267.3,23.2,9,,2023-04-13 05:43:47,2023-04-13 18:04:26,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"48894099999,48900099999,VVTS",832.0
1199,"10.801748, 106.663951",2023-04-14,35.0,29.0,31.0,45.3,36.8,40.3,27.0,79.9,1.4,100,37.5,rain,0,0,22.3,16.6,178.1,1008.3,62.5,8.7,249.7,21.5,8,,2023-04-14 05:43:15,2023-04-14 18:04:28,0.79,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"48894099999,48900099999,VVTS",833.0
1200,"10.801748, 106.663951",2023-04-15,35.0,23.0,30.2,45.8,23.0,38.7,26.8,83.3,13.8,100,37.5,rain,0,0,24.8,22.3,195.0,1007.6,66.3,7.8,216.2,18.7,8,,2023-04-15 05:42:43,2023-04-15 18:04:31,0.82,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"48894099999,48900099999,VVTS",834.0
1201,"10.801748, 106.663951",2023-04-16,34.0,25.0,28.8,43.8,25.0,33.7,25.7,85.0,19.0,100,4.17,rain,0,0,29.2,16.6,135.6,1007.8,52.8,8.2,166.1,14.3,6,,2023-04-16 05:42:12,2023-04-16 18:04:33,0.86,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"48894099999,48900099999,VVTS",835.0
1202,"10.801748, 106.663951",2023-04-17,34.0,27.0,30.1,45.3,30.6,37.9,26.5,82.1,0.7,100,16.67,rain,0,0,31.0,18.4,155.1,1009.3,47.9,9.6,238.1,20.6,8,,2023-04-17 05:41:41,2023-04-17 18:04:36,0.89,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"48894099999,48900099999,VVTS",836.0
1203,"10.801748, 106.663951",2023-04-18,34.0,28.0,30.3,39.3,33.5,36.8,25.5,77.0,0.2,100,8.33,rain,0,0,29.9,20.5,158.7,1009.7,47.3,10.0,254.6,21.9,8,,2023-04-18 05:41:10,2023-04-18 18:04:40,0.93,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"48894099999,48900099999,VVTS",837.0
1204,"10.801748, 106.663951",2023-04-19,34.0,28.0,30.3,43.8,33.5,37.9,26.3,79.8,0.3,100,12.5,rain,0,0,22.3,18.4,180.1,1007.2,52.7,9.3,223.7,19.2,7,,2023-04-19 05:40:40,2023-04-19 18:04:43,0.97,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"48894099999,48900099999,VVTS",838.0
1205,"10.801748, 106.663951",2023-04-20,36.0,28.0,30.9,44.6,34.5,39.3,26.6,79.5,0.6,100,16.67,rain,0,0,25.2,16.6,214.5,1005.5,54.0,8.7,260.4,22.5,9,,2023-04-20 05:40:10,2023-04-20 18:04:47,0.0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48894099999,48900099999,VVTS",839.0
1206,"10.801748, 106.663951",2023-04-21,36.0,28.0,31.1,48.7,34.5,41.2,27.5,82.4,0.5,100,20.83,rain,0,0,24.8,20.4,199.6,1005.8,57.9,8.8,269.0,23.1,9,,2023-04-21 05:39:41,2023-04-21 18:04:51,0.03,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"48894099999,48900099999,VVTS",840.0
1207,"10.801748, 106.663951",2023-04-22,36.0,29.0,31.6,44.9,38.2,41.3,27.1,78.8,0.8,100,20.83,rain,0,0,23.4,20.5,190.8,1006.7,54.7,9.5,259.0,22.4,8,,2023-04-22 05:39:13,2023-04-22 18:04:55,0.07,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"48894099999,48900099999,VVTS",841.0
1208,"10.801748, 106.663951",2023-04-23,36.0,28.0,31.2,40.8,34.5,38.2,25.5,74.0,0.0,0,0.0,,0,0,28.4,18.3,160.7,1008.5,40.4,10.0,293.2,25.4,9,,2023-04-23 05:38:45,2023-04-23 18:05:00,0.1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48894099999,48900099999,VVTS",842.0
1209,"10.801748, 106.663951",2023-04-24,37.0,27.0,31.1,43.5,31.2,38.0,25.5,74.4,0.2,100,8.33,rain,0,0,27.0,20.4,134.6,1009.4,44.1,9.5,275.7,23.9,9,,2023-04-24 05:38:17,2023-04-24 18:05:05,0.13,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"48894099999,48900099999,VVTS",843.0
1210,"10.801748, 106.663951",2023-04-25,37.0,28.0,31.3,43.2,33.5,37.5,24.7,70.3,0.0,0,0.0,,0,0,28.4,18.4,136.0,1007.9,39.2,9.9,300.6,25.9,10,,2023-04-25 05:37:51,2023-04-25 18:05:11,0.16,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48894099999,48900099999,VVTS",844.0
1211,"10.801748, 106.663951",2023-04-26,35.0,28.0,30.9,43.3,32.7,37.0,24.8,70.7,0.4,100,8.33,rain,0,0,26.6,18.4,139.2,1008.2,50.6,9.9,268.4,23.0,10,,2023-04-26 05:37:24,2023-04-26 18:05:17,0.19,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48894099999,48900099999,VVTS",845.0
1212,"10.801748, 106.663951",2023-04-27,36.0,28.0,31.3,42.0,32.7,37.6,24.7,69.1,0.1,100,4.17,rain,0,0,25.9,22.2,133.3,1008.5,43.6,9.6,272.9,23.4,8,,2023-04-27 05:36:59,2023-04-27 18:05:23,0.23,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"48894099999,48900099999,VVTS",846.0
1213,"10.801748, 106.663951",2023-04-28,36.0,28.0,31.3,44.6,32.7,37.5,24.8,69.9,0.2,100,8.33,rain,0,0,23.0,22.3,127.7,1008.5,50.2,9.4,269.8,23.3,8,,2023-04-28 05:36:34,2023-04-28 18:05:29,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"48894099999,48900099999,VVTS",847.0
1214,"10.801748, 106.663951",2023-04-29,35.0,29.0,31.1,42.0,34.5,37.9,25.2,72.1,0.0,0,0.0,,0,0,24.5,18.4,144.6,1008.0,52.4,10.0,259.0,22.4,8,,2023-04-29 05:36:10,2023-04-29 18:05:36,0.29,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48894099999,48900099999,VVTS",848.0
1215,"10.801748, 106.663951",2023-04-30,36.0,27.0,30.8,43.3,30.6,37.9,25.6,74.9,3.2,100,4.17,rain,0,0,25.9,18.3,115.0,1008.0,48.3,10.0,251.0,21.6,8,,2023-04-30 05:35:46,2023-04-30 18:05:44,0.32,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48894099999,48900099999,VVTS",849.0
1216,"10.801748, 106.663951",2023-05-01,36.0,26.0,31.0,41.9,26.0,36.1,24.3,70.0,0.0,0,0.0,,0,0,27.4,20.5,123.1,1008.1,40.4,10.0,268.7,23.2,9,,2023-05-01 05:35:23,2023-05-01 18:05:51,0.35,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48894099999,48900099999,VVTS",850.0
1217,"10.801748, 106.663951",2023-05-02,37.0,28.0,31.9,41.9,32.7,37.1,23.5,62.9,0.0,0,0.0,,0,0,33.1,22.3,126.4,1008.5,47.4,10.0,285.5,24.7,9,,2023-05-02 05:35:01,2023-05-02 18:05:59,0.39,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48894099999,48900099999,VVTS",851.0
1218,"10.801748, 106.663951",2023-05-03,37.0,29.0,32.0,42.1,34.5,37.8,24.0,64.2,0.0,0,0.0,,0,0,34.9,20.5,137.9,1009.3,45.2,10.0,281.7,24.3,9,,2023-05-03 05:34:39,2023-05-03 18:06:08,0.42,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48894099999,48900099999,VVTS",852.0
1219,"10.801748, 106.663951",2023-05-04,36.0,29.0,31.5,41.9,35.6,38.3,25.0,70.2,0.0,0,0.0,,0,0,29.5,22.3,159.9,1007.8,44.3,10.0,269.7,23.3,9,,2023-05-04 05:34:18,2023-05-04 18:06:16,0.45,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48894099999,48900099999,VVTS",853.0
1220,"10.801748, 106.663951",2023-05-05,35.0,28.0,31.4,44.1,34.5,39.7,26.2,75.2,0.7,100,25.0,rain,0,0,22.0,16.6,198.7,1005.7,52.5,10.0,278.7,24.2,10,,2023-05-05 05:33:58,2023-05-05 18:06:26,0.48,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48894099999,48900099999,VVTS",854.0
1221,"10.801748, 106.663951",2023-05-06,38.0,29.0,32.5,47.9,36.8,41.2,26.1,72.2,0.0,0,0.0,,0,0,24.8,20.5,222.6,1004.4,41.5,10.0,284.5,24.6,9,,2023-05-06 05:33:39,2023-05-06 18:06:35,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48894099999,48900099999,VVTS",855.0
1222,"10.801748, 106.663951",2023-05-07,36.0,29.0,31.7,46.7,38.2,41.8,27.2,78.6,0.4,100,8.33,rain,0,0,31.7,18.4,223.2,1005.0,52.5,10.0,258.8,22.3,9,,2023-05-07 05:33:20,2023-05-07 18:06:45,0.55,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"48894099999,48900099999,VVTS",856.0
1223,"10.801748, 106.663951",2023-05-08,35.0,25.0,29.5,46.7,25.0,36.5,26.3,84.2,33.7,100,4.17,rain,0,0,42.5,20.5,226.4,1006.6,60.5,9.9,217.1,18.6,7,,2023-05-08 05:33:02,2023-05-08 18:06:55,0.59,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48894099999,48900099999,VVTS",857.0
1224,"10.801748, 106.663951",2023-05-09,33.0,26.0,27.8,42.1,26.0,31.8,25.9,90.2,1.6,100,4.17,rain,0,0,20.9,22.2,227.6,1007.8,52.2,8.0,163.9,14.0,8,,2023-05-09 05:32:45,2023-05-09 18:07:06,0.62,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48894099999,48900099999,VVTS",858.0
1225,"10.801748, 106.663951",2023-05-10,36.0,26.0,30.0,44.6,26.0,36.1,26.1,81.4,4.6,100,45.83,rain,0,0,29.9,18.4,152.6,1008.2,57.6,8.8,224.5,19.4,8,,2023-05-10 05:32:28,2023-05-10 18:07:17,0.66,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"48894099999,48900099999,VVTS",859.0
1226,"10.801748, 106.663951",2023-05-11,33.0,28.0,30.3,43.8,33.5,38.9,26.9,82.3,6.4,100,58.33,rain,0,0,20.2,16.6,143.8,1009.8,66.2,9.9,235.7,20.4,9,,2023-05-11 05:32:13,2023-05-11 18:07:28,0.7,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"48894099999,48900099999,VVTS",860.0
1227,"10.801748, 106.663951",2023-05-12,34.0,27.0,29.7,45.3,31.2,37.0,26.4,83.4,7.4,100,33.33,rain,0,0,29.2,27.7,156.7,1010.1,53.4,9.7,218.9,18.8,9,,2023-05-12 05:31:58,2023-05-12 18:07:40,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"48894099999,48900099999,VVTS",861.0
1228,"10.801748, 106.663951",2023-05-13,35.0,27.0,30.3,46.7,31.8,38.3,26.7,82.3,0.1,100,4.17,rain,0,0,20.9,16.6,147.2,1010.1,46.6,9.3,258.8,22.1,9,,2023-05-13 05:31:44,2023-05-13 18:07:52,0.77,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48894099999,48900099999,VVTS",862.0
1229,"10.801748, 106.663951",2023-05-14,36.0,28.0,31.2,43.5,34.5,38.9,25.9,74.9,0.7,100,4.17,rain,0,0,32.8,22.3,175.3,1010.2,62.0,10.0,251.3,21.7,8,,2023-05-14 05:31:31,2023-05-14 18:08:05,0.8,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48894099999,48900099999,VVTS",863.0
1230,"10.801748, 106.663951",2023-05-15,36.0,27.0,30.2,44.6,31.2,36.8,25.7,78.3,24.6,100,4.17,rain,0,0,24.5,22.3,204.7,1010.3,51.5,9.2,258.0,22.3,9,,2023-05-15 05:31:18,2023-05-15 18:08:17,0.84,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48894099999,48900099999,VVTS",864.0
